#CELL fcp1 ffp2 fcp2 fp4 ff4 fp5 ff5 fa6 fw6 fs6 fw7 fs7 fw3 fo3 tauveg focp4 focp5 focs7 rhop12 rho45 rhop45 rhob4 rhos6 rhos7 rhob5 rho3 scavrain scavsnow intercept A perc4 perc5 perc3 perc6 LAI mveg h4 h6 h7 mtc4air mtc4water diff6air diff6water mtc6air diff7water seddep sedresup runoff6solids sedburial diffstrato convec6solids mtcairvegair vegwateruptake mtc25air mtc25water resusp6 prodaerosol5 partsink5 focs6 vrain perc9 mtccaerosol1 mtcfaerosol2 mtccaerosol2 cfom1 ffom2 cfom2 dc1 df2 dc2
598 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0706418562 0 0.017979 0.929358139 0.079056 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 6.1291464708755E-011 7.5456E-008 0.0119050504 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
599 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0754071093 0 0.017979 0.9245928955 0.079056 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 6.1291464708755E-011 7.5456E-008 0.0118063989 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
600 6.07E-014 0 1.77E-009 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.022747221 0 0.017979 0.9772528076 0.079056 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 6.1291464708755E-011 7.5456E-008 0.011573103 25200 0 0.001 0 20 0.2 0 0.05 0.0000009 0.0000003 0.00002
601 6.07E-014 0 1.77E-009 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0607961702 0.1267848873 0.029295 0.8124189758 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 5.01649056773223E-011 7.5456E-008 0.0116106272 25200 0 0.001 0 20 0.2 0 0.05 0.0000009 0.0000003 0.00002
602 6.07E-014 0 1.77E-009 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5669 0.0146998036 0.3018753433 0.029295 0.6834248352 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 5.01649056773223E-011 7.5456E-008 0.0115198813 25200 0 0.001 0 20 0.2 0 0.05 0.0000009 0.0000003 0.00002
603 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0003582092 0.8595919037 0.029295 0.1400498486 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 5.01649056773223E-011 7.5456E-008 0.0115 25200 0 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
604 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0 0.7107830811 0.029295 0.289216938 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 5.01649056773223E-011 7.5456E-008 0.0124203994 25200 0 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
605 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0171926248 0.2637394714 0.054006 0.7190679169 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.10509598233154E-010 7.5456E-008 0.0162282973 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
606 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5669 0.0156656098 0 0.054006 0.9627840961 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.10509598233154E-010 7.5456E-008 0.0122417401 25200 0.0215503155 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
607 6.07E-014 0 1.77E-009 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0184667492 0.2404120636 0.054006 0.3951223767 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.10509598233154E-010 7.5456E-008 0.012642925 25200 0.3459988391 0.001 0 20 0.2 0 0.05 0.0000009 0.0000003 0.00002
608 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5669 0.002355292 0.6609714508 0.054006 0 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.10509598233154E-010 7.5456E-008 0.0126291342 25200 0.3366732407 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
609 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0 1 0.04 0 0.0026654 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.26360164044974E-010 7.5456E-008 0 25200 0 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
610 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0013128783 0.913247757 0.04 0.0854393578 0.0026654 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.26360164044974E-010 7.5456E-008 0.0276685092 25200 0 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
611 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5669 0.024710691 0.1397432995 0.04 0.6017368317 0.0026654 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.26360164044974E-010 7.5456E-008 0.0245628312 25200 0.233809204 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
612 6.07E-014 0 1.77E-009 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 2.6436191983521E-005 0 0.04 0 0.0026654 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.26360164044974E-010 7.5456E-008 0.0161 25200 0.9999736023 0.001 0 20 0.2 0 0.05 0.0000009 0.0000003 0.00002
613 6.07E-014 0 1.77E-009 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5668 0.0004585612 0 0.0048179 0 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.5944099649102E-010 7.5456E-008 0.0161 25200 0.9995414734 0.001 0 20 0.2 0 0.05 0.0000009 0.0000003 0.00002
614 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0033250326 0.2686380959 0.0048179 0 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.5944099649102E-010 7.5456E-008 0.0161 25200 0.7280368805 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
615 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5668 0.0037064728 0.6345320892 0.0048179 0 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.5944099649102E-010 7.5456E-008 0.0161 25200 0.3617614365 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
616 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5668 0.0023991685 0.9750086975 0.0048179 0 0.01 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.5944099649102E-010 7.5456E-008 0.0161 25200 0.0225921679 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
617 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0 1 0.032841 0 0.051442 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 3.44508546286579E-010 7.5456E-008 0 25200 0 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
618 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5668 0 0.8928022003 0.032841 0.1071977901 0.051442 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 3.44508546286579E-010 7.5456E-008 0.2647446606 25200 0 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
619 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0092668295 0.4671705246 0.032841 0.5235626221 0.051442 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 3.44508546286579E-010 7.5456E-008 0.1307819749 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
620 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5668 0.0070181185 0.4395605087 0.032841 0.2767106819 0.051442 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 3.44508546286579E-010 7.5456E-008 0.1494564224 25200 0.2767106819 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
621 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0 0.7801525879 0.0034235 0.2198474503 0.32883 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.39496957150218E-010 7.5456E-008 0.2264865945 25200 0 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
622 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0 1 0.0034235 0 0.32883 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.39496957150218E-010 7.5456E-008 0 25200 0 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
623 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0 1 0.0034235 0 0.32883 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.39496957150218E-010 7.5456E-008 0 25200 0 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
624 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0 1 0.0034235 0 0.32883 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.39496957150218E-010 7.5456E-008 0 25200 0 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
625 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0 1 0.17576 0 2.0401 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.57217196267278E-010 7.5456E-008 0 25200 0 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
626 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0 1 0.17576 0 2.0401 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.57217196267278E-010 7.5456E-008 0 25200 0 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
627 6.07E-014 2.04E-012 1.39E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0003779987 0.9952572632 0.17576 0.0043647707 2.0401 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.57217196267278E-010 7.5456E-008 0.1125218866 25200 0 0.001 3.6 10 0.2 0.1 0.05 0.0000009 0.00000056 0.000007
628 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0222819877 0.4259197235 0.17576 0.5517982864 2.0401 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.57217196267278E-010 7.5456E-008 0.150777456 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
629 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5668 0.0420040846 0.0333217835 0.51483 0.9246741486 2.4425 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.06512358166138E-010 7.5456E-008 0.0240221554 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
630 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.015427556 0.0655521774 0.51483 0.9190202332 2.4425 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.06512358166138E-010 7.5456E-008 0.0343979406 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
631 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5668 0.0040797246 0.3378937531 0.51483 0.6580265045 2.4425 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.06512358166138E-010 7.5456E-008 0.0715182552 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
632 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.013276788 0 0.51483 0.986723175 2.4425 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.06512358166138E-010 7.5456E-008 0.0461673491 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
633 6.07E-014 4.53E-012 1.73E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5668 0.0266817451 0 0.4575 0.9733182526 2.5462 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.32708884904649E-010 7.5456E-008 0.0606060263 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000003 0.000008
634 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5668 0.0156955302 0.4273846436 0.4575 0.5569198227 2.5462 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.32708884904649E-010 7.5456E-008 0.059734991 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
635 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0070542407 0.3050900269 0.4575 0.6878557587 2.5462 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.32708884904649E-010 7.5456E-008 0.0384661983 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
636 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5668 0 0.3597167206 0.4575 0.6402832794 2.5462 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.32708884904649E-010 7.5456E-008 0.0354060629 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
637 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 7.88915622979403E-005 0.0666435671 0.47829 0.9332775116 2.4076 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.09875281311807E-010 7.5456E-008 0.0209870863 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
638 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5669 0.0019455107 0 0.47829 0.9980545044 2.4076 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.09875281311807E-010 7.5456E-008 0.0405126109 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
639 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0047149155 0 0.47829 0.9952851105 2.4076 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.09875281311807E-010 7.5456E-008 0.0446569091 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
640 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5667 0.0033057863 0 0.47829 0.9966941833 2.4076 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 1.09875281311807E-010 7.5456E-008 0.024837517 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
641 6.07E-014 7.31E-012 2.53E-011 0.000005 0.000001 0.000001 0.000001 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 100000 0.1 71745857179.5669 0.0017856863 0 0.54055 0.9982143402 1.5109 1 20 0.2 0.05 5 0.05 0.02 0.00001 1 0.0001 0.0000005 0.0000002 0.00000001 0.0000003 0.1 0.000000454 10 0.00008 5 0.05 0 2.6687015016434E-011 7.5456E-008 0.0242102228 25200 0 0.001 3.6 20 0.2 0.8 0.23 0.0000009 0.0000002 0.0000174
